State,Type of Crime,Crime,Year,Count
Alaska,Property Crime,Burglary,1994,4848
Alaska,Property Crime,Burglary,1995,5055
Alaska,Property Crime,Burglary,1996,5118
Alaska,Property Crime,Burglary,1997,4276
Alaska,Property Crime,Burglary,1998,4098
Alaska,Property Crime,Burglary,1999,3787
Alaska,Property Crime,Burglary,2000,3899
Alaska,Property Crime,Burglary,2001,3847
Alaska,Property Crime,Burglary,2002,3908
Alaska,Property Crime,Burglary,2003,3874
Alaska,Property Crime,Burglary,2004,3773
Alaska,Property Crime,Burglary,2005,4131
Alaska,Property Crime,Larceny-theft,1960,2195
Alaska,Property Crime,Larceny-theft,1961,2223
Alaska,Property Crime,Larceny-theft,1962,2424
Alaska,Property Crime,Larceny-theft,1963,3010
Alaska,Property Crime,Larceny-theft,1964,3046
Alaska,Property Crime,Larceny-theft,1965,3777
Alaska,Property Crime,Larceny-theft,1966,4354
Alaska,Property Crime,Larceny-theft,1967,4436
Alaska,Property Crime,Larceny-theft,1968,5307
Alaska,Property Crime,Larceny-theft,1969,6195
Alaska,Property Crime,Larceny-theft,1970,6595
Alaska,Property Crime,Larceny-theft,1971,7631
Alaska,Property Crime,Larceny-theft,1972,8577
Alaska,Property Crime,Larceny-theft,1973,9456
Alaska,Property Crime,Larceny-theft,1974,10016
Alaska,Property Crime,Larceny-theft,1975,12399
Alaska,Property Crime,Larceny-theft,1976,13969
Alaska,Property Crime,Larceny-theft,1977,13715
Alaska,Property Crime,Larceny-theft,1978,14522
Alaska,Property Crime,Larceny-theft,1979,15076
Alaska,Property Crime,Larceny-theft,1980,14916
Alaska,Property Crime,Larceny-theft,1981,16310
Alaska,Property Crime,Larceny-theft,1982,16672
Alaska,Property Crime,Larceny-theft,1983,17085
Alaska,Property Crime,Larceny-theft,1984,18140
Alaska,Property Crime,Larceny-theft,1985,18220
Alaska,Property Crime,Larceny-theft,1986,20879
Alaska,Property Crime,Larceny-theft,1987,18195
Alaska,Property Crime,Larceny-theft,1988,15911
Alaska,Property Crime,Larceny-theft,1989,15811
Alaska,Property Crime,Larceny-theft,1990,17428
Alaska,Property Crime,Larceny-theft,1991,20375
Alaska,Property Crime,Larceny-theft,1992,20728
Alaska,Property Crime,Larceny-theft,1993,21201
Alaska,Property Crime,Larceny-theft,1994,21824
Alaska,Property Crime,Larceny-theft,1995,21891
Alaska,Property Crime,Larceny-theft,1996,20557
Alaska,Property Crime,Larceny-theft,1997,20780
Alaska,Property Crime,Larceny-theft,1998,18611
Alaska,Property Crime,Larceny-theft,1999,16654
Alaska,Property Crime,Larceny-theft,2000,16838
Alaska,Property Crime,Larceny-theft,2001,16695
Alaska,Property Crime,Larceny-theft,2002,17739
Alaska,Property Crime,Larceny-theft,2003,18051
Alaska,Property Crime,Larceny-theft,2004,16159
Alaska,Property Crime,Larceny-theft,2005,17249
Alaska,Property Crime,Motor vehicle theft,1960,548
Alaska,Property Crime,Motor vehicle theft,1961,491
Alaska,Property Crime,Motor vehicle theft,1962,560
Alaska,Property Crime,Motor vehicle theft,1963,887
Alaska,Property Crime,Motor vehicle theft,1964,885
Alaska,Property Crime,Motor vehicle theft,1965,1030
Alaska,Property Crime,Motor vehicle theft,1966,1201
Alaska,Property Crime,Motor vehicle theft,1967,1100
Alaska,Property Crime,Motor vehicle theft,1968,1336
Alaska,Property Crime,Motor vehicle theft,1969,1668
Alaska,Property Crime,Motor vehicle theft,1970,1666
Alaska,Property Crime,Motor vehicle theft,1971,1636
Alaska,Property Crime,Motor vehicle theft,1972,1619
Alaska,Property Crime,Motor vehicle theft,1973,1736
Alaska,Property Crime,Motor vehicle theft,1974,2183
Alaska,Property Crime,Motor vehicle theft,1975,3238
Alaska,Property Crime,Motor vehicle theft,1976,3078
Alaska,Property Crime,Motor vehicle theft,1977,3066
Alaska,Property Crime,Motor vehicle theft,1978,2666
Alaska,Property Crime,Motor vehicle theft,1979,2501
Alaska,Property Crime,Motor vehicle theft,1980,2469
Alaska,Property Crime,Motor vehicle theft,1981,2845
Alaska,Property Crime,Motor vehicle theft,1982,2603
Alaska,Property Crime,Motor vehicle theft,1983,3084
Alaska,Property Crime,Motor vehicle theft,1984,3144
Alaska,Property Crime,Motor vehicle theft,1985,3159
Alaska,Property Crime,Motor vehicle theft,1986,3224
Alaska,Property Crime,Motor vehicle theft,1987,2553
Alaska,Property Crime,Motor vehicle theft,1988,2334
Alaska,Property Crime,Motor vehicle theft,1989,2398
Alaska,Property Crime,Motor vehicle theft,1990,3110
Alaska,Property Crime,Motor vehicle theft,1991,3043
Alaska,Property Crime,Motor vehicle theft,1992,2918
Alaska,Property Crime,Motor vehicle theft,1993,2701
Alaska,Property Crime,Motor vehicle theft,1994,3275
Alaska,Property Crime,Motor vehicle theft,1995,3151
Alaska,Property Crime,Motor vehicle theft,1996,2992
Alaska,Property Crime,Motor vehicle theft,1997,2784
Alaska,Property Crime,Motor vehicle theft,1998,2607
Alaska,Property Crime,Motor vehicle theft,1999,2658
Alaska,Property Crime,Motor vehicle theft,2000,2350
Alaska,Property Crime,Motor vehicle theft,2001,2618
Alaska,Property Crime,Motor vehicle theft,2002,2471
Alaska,Property Crime,Motor vehicle theft,2003,2461
Alaska,Property Crime,Motor vehicle theft,2004,2240
Alaska,Property Crime,Motor vehicle theft,2005,2595
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1960,78
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1961,84
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1962,86
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1963,93
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1964,83
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1965,80
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1966,98
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1967,91
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1968,105
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1969,102
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1970,168
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1971,124
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1972,142
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1973,167
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1974,206
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1975,191
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1976,177
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1977,217
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1978,221
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1979,219
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1980,279
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1981,227
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1982,236
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1983,213
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1984,238
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1985,254
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1986,307
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1987,253
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1988,294
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1989,237
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1990,284
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1991,291
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1992,312
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1993,339
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1994,426
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1995,439
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1996,377
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1997,375
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1998,376
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,1999,384
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,2000,359
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,2001,400
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,2002,387
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,2003,441
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,2004,414
Arizona,Violent Crime,Murder and nonnegligent Manslaughter,2005,445
Arizona,Violent Crime,Forcible rape,1960,209
Arizona,Violent Crime,Forcible rape,1961,200
Arizona,Violent Crime,Forcible rape,1962,198
Arizona,Violent Crime,Forcible rape,1963,222
Arizona,Violent Crime,Forcible rape,1964,259
Arizona,Violent Crime,Forcible rape,1965,286
Arizona,Violent Crime,Forcible rape,1966,296
Arizona,Violent Crime,Forcible rape,1967,273
Arizona,Violent Crime,Forcible rape,1968,313
Arizona,Violent Crime,Forcible rape,1969,390
Arizona,Violent Crime,Forcible rape,1970,478
Arizona,Violent Crime,Forcible rape,1971,553
Arizona,Violent Crime,Forcible rape,1972,650
Arizona,Violent Crime,Forcible rape,1973,637
Arizona,Violent Crime,Forcible rape,1974,807
Arizona,Violent Crime,Forcible rape,1975,789
Arizona,Violent Crime,Forcible rape,1976,674
Arizona,Violent Crime,Forcible rape,1977,786
Arizona,Violent Crime,Forcible rape,1978,1040
Arizona,Violent Crime,Forcible rape,1979,1120
Arizona,Violent Crime,Forcible rape,1980,1227
Arizona,Violent Crime,Forcible rape,1981,1064
Arizona,Violent Crime,Forcible rape,1982,1100
Arizona,Violent Crime,Forcible rape,1983,1241
Arizona,Violent Crime,Forcible rape,1984,1316
Arizona,Violent Crime,Forcible rape,1985,1458
Arizona,Violent Crime,Forcible rape,1986,1425
Arizona,Violent Crime,Forcible rape,1987,1396
Arizona,Violent Crime,Forcible rape,1988,1345
Arizona,Violent Crime,Forcible rape,1989,1286
Arizona,Violent Crime,Forcible rape,1990,1500
Arizona,Violent Crime,Forcible rape,1991,1590
Arizona,Violent Crime,Forcible rape,1992,1647
Arizona,Violent Crime,Forcible rape,1993,1488
Arizona,Violent Crime,Forcible rape,1994,1465
Arizona,Violent Crime,Forcible rape,1995,1418
Arizona,Violent Crime,Forcible rape,1996,1381
Arizona,Violent Crime,Forcible rape,1997,1492
Arizona,Violent Crime,Forcible rape,1998,1451
Arizona,Violent Crime,Forcible rape,1999,1383
Arizona,Violent Crime,Forcible rape,2000,1577
Arizona,Violent Crime,Forcible rape,2001,1518
Arizona,Violent Crime,Forcible rape,2002,1608
Arizona,Violent Crime,Forcible rape,2003,1856
Arizona,Violent Crime,Forcible rape,2004,1896
Arizona,Violent Crime,Forcible rape,2005,2006
Arizona,Violent Crime,Robbery,1960,706
Arizona,Violent Crime,Robbery,1961,786
Arizona,Violent Crime,Robbery,1962,851
Arizona,Violent Crime,Robbery,1963,897
Arizona,Violent Crime,Robbery,1964,967
Arizona,Violent Crime,Robbery,1965,895
Arizona,Violent Crime,Robbery,1966,898
Arizona,Violent Crime,Robbery,1967,1224
Arizona,Violent Crime,Robbery,1968,1448
Arizona,Violent Crime,Robbery,1969,1692
Arizona,Violent Crime,Robbery,1970,2130
Arizona,Violent Crime,Robbery,1971,2095
Arizona,Violent Crime,Robbery,1972,2350
Arizona,Violent Crime,Robbery,1973,3031
Arizona,Violent Crime,Robbery,1974,4396
Arizona,Violent Crime,Robbery,1975,3780
Arizona,Violent Crime,Robbery,1976,2949
Arizona,Violent Crime,Robbery,1977,3173
Arizona,Violent Crime,Robbery,1978,3835
Arizona,Violent Crime,Robbery,1979,4305
Arizona,Violent Crime,Robbery,1980,5258
Arizona,Violent Crime,Robbery,1981,4961
Arizona,Violent Crime,Robbery,1982,4537
Arizona,Violent Crime,Robbery,1983,3923
Arizona,Violent Crime,Robbery,1984,4003
Arizona,Violent Crime,Robbery,1985,4670
Arizona,Violent Crime,Robbery,1986,5614
Arizona,Violent Crime,Robbery,1987,4687
Arizona,Violent Crime,Robbery,1988,4750
Arizona,Violent Crime,Robbery,1989,4944
Arizona,Violent Crime,Robbery,1990,5897
Arizona,Violent Crime,Robbery,1991,6215
Arizona,Violent Crime,Robbery,1992,5867
Arizona,Violent Crime,Robbery,1993,6412
Arizona,Violent Crime,Robbery,1994,6601
Arizona,Violent Crime,Robbery,1995,7329
Arizona,Violent Crime,Robbery,1996,7429
Arizona,Violent Crime,Robbery,1997,7547
Arizona,Violent Crime,Robbery,1998,7715
Arizona,Violent Crime,Robbery,1999,7288
Arizona,Violent Crime,Robbery,2000,7504
Arizona,Violent Crime,Robbery,2001,8868
Arizona,Violent Crime,Robbery,2002,8000
Arizona,Violent Crime,Robbery,2003,7619
Arizona,Violent Crime,Robbery,2004,7721
Arizona,Violent Crime,Robbery,2005,8579
Arizona,Violent Crime,Aggravated assault,1960,1711
Arizona,Violent Crime,Aggravated assault,1961,1218
Arizona,Violent Crime,Aggravated assault,1962,1475
Arizona,Violent Crime,Aggravated assault,1963,1815
Arizona,Violent Crime,Aggravated assault,1964,2059
Arizona,Violent Crime,Aggravated assault,1965,1831
Arizona,Violent Crime,Aggravated assault,1966,1980
Arizona,Violent Crime,Aggravated assault,1967,2304
Arizona,Violent Crime,Aggravated assault,1968,2536
Arizona,Violent Crime,Aggravated assault,1969,3558
Arizona,Violent Crime,Aggravated assault,1970,3788
Arizona,Violent Crime,Aggravated assault,1971,4635
Arizona,Violent Crime,Aggravated assault,1972,5589
Arizona,Violent Crime,Aggravated assault,1973,6042
Arizona,Violent Crime,Aggravated assault,1974,6793
Arizona,Violent Crime,Aggravated assault,1975,7424
Arizona,Violent Crime,Aggravated assault,1976,6535
Arizona,Violent Crime,Aggravated assault,1977,7171
Arizona,Violent Crime,Aggravated assault,1978,7900
Arizona,Violent Crime,Aggravated assault,1979,8884
Arizona,Violent Crime,Aggravated assault,1980,10909
Arizona,Violent Crime,Aggravated assault,1981,9830
Arizona,Violent Crime,Aggravated assault,1982,8912
Arizona,Violent Crime,Aggravated assault,1983,9265
Arizona,Violent Crime,Aggravated assault,1984,10199
Arizona,Violent Crime,Aggravated assault,1985,12820
Arizona,Violent Crime,Aggravated assault,1986,14489
Arizona,Violent Crime,Aggravated assault,1987,14406
Arizona,Violent Crime,Aggravated assault,1988,14758
Arizona,Violent Crime,Aggravated assault,1989,14853
Arizona,Violent Crime,Aggravated assault,1990,16230
Arizona,Violent Crime,Aggravated assault,1991,17056
Arizona,Violent Crime,Aggravated assault,1992,17880
Arizona,Violent Crime,Aggravated assault,1993,19903
Arizona,Violent Crime,Aggravated assault,1994,20161
Arizona,Violent Crime,Aggravated assault,1995,20909
Arizona,Violent Crime,Aggravated assault,1996,18776
Arizona,Violent Crime,Aggravated assault,1997,18997
Arizona,Violent Crime,Aggravated assault,1998,17442
Arizona,Violent Crime,Aggravated assault,1999,17279
Arizona,Violent Crime,Aggravated assault,2000,17841
Arizona,Violent Crime,Aggravated assault,2001,17889
Arizona,Violent Crime,Aggravated assault,2002,20176
Arizona,Violent Crime,Aggravated assault,2003,18722
Arizona,Violent Crime,Aggravated assault,2004,18921
Arizona,Violent Crime,Aggravated assault,2005,19448
Arizona,Property Crime,Burglary,1960,8926
Arizona,Property Crime,Burglary,1961,10262
Arizona,Property Crime,Burglary,1962,11693
Arizona,Property Crime,Burglary,1963,12944
Arizona,Property Crime,Burglary,1964,13726
Arizona,Property Crime,Burglary,1965,13129
Arizona,Property Crime,Burglary,1966,15066
Arizona,Property Crime,Burglary,1967,18583
Arizona,Property Crime,Burglary,1968,19496
Arizona,Property Crime,Burglary,1969,22053
Arizona,Property Crime,Burglary,1970,26464
Arizona,Property Crime,Burglary,1971,26549
Arizona,Property Crime,Burglary,1972,31429
Arizona,Property Crime,Burglary,1973,40301
Arizona,Property Crime,Burglary,1974,54557
Arizona,Property Crime,Burglary,1975,56265
Arizona,Property Crime,Burglary,1976,53722
Arizona,Property Crime,Burglary,1977,53866
Arizona,Property Crime,Burglary,1978,49023
Arizona,Property Crime,Burglary,1979,48916
Arizona,Property Crime,Burglary,1980,58527
Arizona,Property Crime,Burglary,1981,57655
Arizona,Property Crime,Burglary,1982,53861
Arizona,Property Crime,Burglary,1983,49440
Arizona,Property Crime,Burglary,1984,52327
Arizona,Property Crime,Burglary,1985,59585
Arizona,Property Crime,Burglary,1986,63278
Arizona,Property Crime,Burglary,1987,55059
Arizona,Property Crime,Burglary,1988,54773
Arizona,Property Crime,Burglary,1989,59284
Arizona,Property Crime,Burglary,1990,61206
Arizona,Property Crime,Burglary,1991,60281
Arizona,Property Crime,Burglary,1992,54095
Arizona,Property Crime,Burglary,1993,57684
Arizona,Property Crime,Burglary,1994,60157
Arizona,Property Crime,Burglary,1995,59762
Arizona,Property Crime,Burglary,1996,55630
Arizona,Property Crime,Burglary,1997,60077
Arizona,Property Crime,Burglary,1998,56473
Arizona,Property Crime,Burglary,1999,49423
Arizona,Property Crime,Burglary,2000,51902
Arizona,Property Crime,Burglary,2001,54821
Arizona,Property Crime,Burglary,2002,59087
Arizona,Property Crime,Burglary,2003,58613
Arizona,Property Crime,Burglary,2004,56885
Arizona,Property Crime,Burglary,2005,56328
Arizona,Property Crime,Larceny-theft,1960,23207
Arizona,Property Crime,Larceny-theft,1961,26099
Arizona,Property Crime,Larceny-theft,1962,28605
Arizona,Property Crime,Larceny-theft,1963,31213
Arizona,Property Crime,Larceny-theft,1964,35190
Arizona,Property Crime,Larceny-theft,1965,36208
Arizona,Property Crime,Larceny-theft,1966,42555
Arizona,Property Crime,Larceny-theft,1967,49923
Arizona,Property Crime,Larceny-theft,1968,50471
Arizona,Property Crime,Larceny-theft,1969,53231
Arizona,Property Crime,Larceny-theft,1970,62918
Arizona,Property Crime,Larceny-theft,1971,67566
Arizona,Property Crime,Larceny-theft,1972,66883
Arizona,Property Crime,Larceny-theft,1973,76560
Arizona,Property Crime,Larceny-theft,1974,97286
Arizona,Property Crime,Larceny-theft,1975,105588
Arizona,Property Crime,Larceny-theft,1976,105389
Arizona,Property Crime,Larceny-theft,1977,102571
Arizona,Property Crime,Larceny-theft,1978,106042
Arizona,Property Crime,Larceny-theft,1979,116976
Arizona,Property Crime,Larceny-theft,1980,132814
Arizona,Property Crime,Larceny-theft,1981,127469
Arizona,Property Crime,Larceny-theft,1982,124723
